speaker_id,folder_id,file_id,file_name,extension,session,session_key,task,variant,textgrid_role,text,info_sex,info_age,info_l1_english,info_l1_other,info_l2_english_l1,info_l2_english_aoa,info_db_session,info_db_clipping,regex_like,regex_well,regex_so,hybrid_like,hybrid_well,hybrid_so,parsed_like,parsed_well,parsed_so,removed_like,removed_well,removed_so,regex_ambiguous_total,hybrid_ambiguous_total,removed_ambiguous_total,hybrid_occurrences_json
241,121748734401,713088896919,241B_happy.TextGrid,textgrid,B,241B,happy,,orthographic,first she said why don't I see you anymore then I said because we're both busy people and we had we've had a lot of things to do then she said oh well we should hang out sometime and I'm like for sure when do you wanna hang out she said oh after my midterm on wednesday we can hang out just let me know when where you when and where you wanna go and I'm like I'm so down for that I'm looking forward to spending more time with you and she said okay I'm looking forward to it see you later and I said later,M,23,Y,NA,NA,NA,B,OK,2,1,1,2,1,0,2,1,1,0,0,1,4,3,1,"[{""start"": 146, ""end"": 150, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""hang"", ""hybrid_is_filler"": true}, {""start"": 187, ""end"": 191, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 354, ""end"": 358, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""SCONJ"", ""dep"": ""mark"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 363, ""end"": 365, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""down"", ""hybrid_is_filler"": false}]"
241,121748734401,713088422286,241B_phonecall.TextGrid,textgrid,B,241B,phonecall,,orthographic,hey dad i'm calling uh just to talk to you for a couple minutes it's for it's for my thing uh i want to know what'd you think about the uh have you seen the warriors at all the warriors have you seen them the past two games okay so what have what have you thought about i mean the first game they just dominated but the uh second game it didn't look so pretty that's funny yeah 'cause i was watching the i was watching a sports caster talk about it and they were like they didn't do anything differently they shot a bunch of threes but then i watched some of the film when i watched the game they were moving the ball around they wasn't double dribble drive and then shoot you know yeah i know 'cause didn't curry go for like one for eight from the three point line that's true but when houston's making a lot of threes and you're only scoring two points oh yeah that was uh and tucker tucker yeah i know and then the uh and then le bron right now hehe it look they're already talking about it they were like oh yeah he's packing his bags he's headed for l a already he's planning it his home it some homes of his and uh businesses no i think it also depends on it 'cause you were talking about paul george going to the lakers so you know i don't know no not at that experiment that that failed pretty bad um yeah no uh i think the uh i mean i'm hoping it's the warriors and celtics but i mean houston just looks really good i mean houston's gotta play like that four times but still houston has to look really good or you know for those four times right yeah i i i i should be a really good series i see i i told uh greg i'm like greg it's going seven he's like it's six i'm like it's going seven these are exactly uh uh i don't see it going five anymore so you know but yeah i just want to call and talk to you about that um you know so i'll i'll i'll ta i'll give you call uh later and we i i think mom wanted to talk about adam or she mentioned something about that so uh yeah i'll give i'll give you call back in a little bit just uh be ready for that alright dad thank you bye,M,23,Y,NA,NA,NA,B,OK,7,0,6,6,0,5,7,0,6,1,0,1,13,11,2,"[{""start"": 229, ""end"": 231, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""have"", ""hybrid_is_filler"": true}, {""start"": 350, ""end"": 352, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""pretty"", ""hybrid_is_filler"": false}, {""start"": 463, ""end"": 467, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""SCONJ"", ""dep"": ""mark"", ""head_lemma"": ""do"", ""hybrid_is_filler"": true}, {""start"": 721, ""end"": 725, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""curry"", ""hybrid_is_filler"": true}, {""start"": 1004, ""end"": 1008, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 1227, ""end"": 1229, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""know"", ""hybrid_is_filler"": true}, {""start"": 1453, ""end"": 1457, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""play"", ""hybrid_is_filler"": false}, {""start"": 1626, ""end"": 1630, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""prep"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 1658, ""end"": 1662, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""SCONJ"", ""dep"": ""mark"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 1676, ""end"": 1680, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""SCONJ"", ""dep"": ""mark"", ""head_lemma"": ""go"", ""hybrid_is_filler"": true}, {""start"": 1756, ""end"": 1758, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""know"", ""hybrid_is_filler"": true}, {""start"": 1836, ""end"": 1838, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""will"", ""hybrid_is_filler"": true}, {""start"": 1970, ""end"": 1972, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""ROOT"", ""head_lemma"": ""so"", ""hybrid_is_filler"": true}]"
237,121747501261,713084646206,237A_neutral.TextGrid,textgrid,A,237A,neutral,,orthographic,okay so i was ordering a pizza for dinner and i was at the cash register and cash register said um like is it just the one pizza and i said yeah just the one and then he a well and then i said oh but mine's only one topping because everyone else is ordering a bunch of different toppings and he said oh okay and then he said is that all and then i said yes that's all,F,20,Y,NA,NA,NA,B,OK,1,1,1,1,1,1,1,1,1,0,0,0,3,3,0,"[{""start"": 5, ""end"": 7, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""order"", ""hybrid_is_filler"": true}, {""start"": 99, ""end"": 103, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 172, ""end"": 176, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""punct"", ""head_lemma"": ""he"", ""hybrid_is_filler"": true}]"
237,121747501261,713084233702,237B_happy.TextGrid,textgrid,B,237B,happy,,orthographic,so I saw Oscar yesterday um which is great 'cause I haven't seen him since what was it fall no winter quarter last year and he remembered me which was amazing I mean I did see him but since then but he still remembered me and he remembered that I'm a junior and oh he said he finished um his fourth masters which is crazy and he said hey you remembered because I went is that your fourth one he said yeah,F,20,Y,NA,NA,NA,B,OK,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,"[{""start"": 0, ""end"": 2, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""see"", ""hybrid_is_filler"": true}]"
237,121747501261,713083945759,237C_annoyed.TextGrid,textgrid,C,237C,annoyed,,orthographic,okay so i was talking about my trip to new york this summer and i was telling the my friend all about the registration portal and she got confused and said wait what registration we don't have enrollment and i said no for my trip to new york this summer and she said but you didn't say that sorry and i said yeah i did i said it at the very very beginning and she kept arguing with me and saying no you didn't say new york you never said new york i said yes i said new york at the very beginning and she just wouldn't listen,F,20,Y,NA,NA,NA,C,OK,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,"[{""start"": 5, ""end"": 7, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""talk"", ""hybrid_is_filler"": true}]"
237,121747501261,713083537896,237B_phonecall.TextGrid,textgrid,B,237B,phonecall,,orthographic,hey so this says i just wanna like say it just says talk about anything you want for a couple minutes so this doesn't have to be very long um i thought there was like a specified time limit and there's not but we still shouldn't be like on the phone for like an hour 'cause that can happen and we got things well i have some things to do kind of i mean like i shouldn't be done for the day but i wanna be done you're right exactly like i should be doing homework i know oh you're the um what is it electrical like manager or something what is that right but i thought you were like the lead technician oh i don't know what i was thinking oh okay gotcha ka or i was thinking of that one show then ahehe dude i think i got sunburn today which is sad and i put on that i mean so i went to this club thing anyway we were outside and i was in the shade for a good while great but then the sun moved and i was in the sun i was like uh i don't really wanna move move because then i would legitimately have to like move around the other people there and that would be kinda weird but also is like ah i don't know if i'm getting sunburned i put on that powder sunscreen stuff mom had or mom gave me and i mean i wasn't sweating or anything so hopefully it worked better i did actually look in the bathroom but i had my heavy backpack on so i couldn't tell if it was red because of the backpack i think it's slightly pink anyway i hope it's less pink than that but and like ooh i put on sunscreen but the powder stuff so who really knows yeah yeah oho and i mean i don't wanna say mom was really annoying but like a little bit annoying because well so she asked me questions to email international education office for my trip to new york and then um so i emailed them and part of the response was oh so stuff is up on your portal now your registration portal go look at it um and of course actually i got another email saying hey your registration now 'cause you're completely confirmed now like literally minutes after i got the response i'm like well okay so um i gave it all to mom i think was it on monday oh it feels so long ago um i think i sent her the link to the portal you know all the stuff so she obviously looked through it she said you should take an hour or so to look over it in the next few days um and if you have questions or something we can discuss it and i said okay i mean i'm done like i'm definitely free from thursday evening on,F,20,Y,NA,NA,NA,B,OK,16,3,13,12,3,11,16,3,13,4,0,2,32,26,6,"[{""start"": 4, ""end"": 6, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""say"", ""hybrid_is_filler"": true}, {""start"": 30, ""end"": 34, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""say"", ""hybrid_is_filler"": true}, {""start"": 102, ""end"": 104, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""have"", ""hybrid_is_filler"": true}, {""start"": 162, ""end"": 166, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""be"", ""hybrid_is_filler"": false}, {""start"": 232, ""end"": 236, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""be"", ""hybrid_is_filler"": false}, {""start"": 254, ""end"": 258, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""for"", ""hybrid_is_filler"": true}, {""start"": 308, ""end"": 312, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""have"", ""hybrid_is_filler"": true}, {""start"": 353, ""end"": 357, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""do"", ""hybrid_is_filler"": true}, {""start"": 431, ""end"": 435, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""SCONJ"", ""dep"": ""mark"", ""head_lemma"": ""do"", ""hybrid_is_filler"": true}, {""start"": 509, ""end"": 513, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""electrical"", ""hybrid_is_filler"": false}, {""start"": 577, ""end"": 581, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""be"", ""hybrid_is_filler"": false}, {""start"": 773, ""end"": 775, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""go"", ""hybrid_is_filler"": true}, {""start"": 921, ""end"": 925, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 1002, ""end"": 1006, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""move"", ""hybrid_is_filler"": true}, {""start"": 1084, ""end"": 1088, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 1231, ""end"": 1233, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""work"", ""hybrid_is_filler"": true}, {""start"": 1328, ""end"": 1330, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""tell"", ""hybrid_is_filler"": true}, {""start"": 1459, ""end"": 1463, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""put"", ""hybrid_is_filler"": true}, {""start"": 1508, ""end"": 1510, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""know"", ""hybrid_is_filler"": true}, {""start"": 1599, ""end"": 1603, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""ROOT"", ""head_lemma"": ""like"", ""hybrid_is_filler"": true}, {""start"": 1634, ""end"": 1638, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""ask"", ""hybrid_is_filler"": true}, {""start"": 1639, ""end"": 1641, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""ask"", ""hybrid_is_filler"": true}, {""start"": 1741, ""end"": 1743, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""email"", ""hybrid_is_filler"": true}, {""start"": 1791, ""end"": 1793, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 1982, ""end"": 1986, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""confirm"", ""hybrid_is_filler"": true}, {""start"": 2034, ""end"": 2038, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 2039, ""end"": 2043, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""okay"", ""hybrid_is_filler"": true}, {""start"": 2049, ""end"": 2051, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""give"", ""hybrid_is_filler"": true}, {""start"": 2113, ""end"": 2115, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""long"", ""hybrid_is_filler"": false}, {""start"": 2193, ""end"": 2195, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""SCONJ"", ""dep"": ""mark"", ""head_lemma"": ""look"", ""hybrid_is_filler"": false}, {""start"": 2264, ""end"": 2266, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""nummod"", ""head_lemma"": ""hour"", ""hybrid_is_filler"": true}, {""start"": 2396, ""end"": 2400, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""SCONJ"", ""dep"": ""mark"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}]"
235,121746490587,713085911891,235B_happy.TextGrid,textgrid,B,235B,happy,,orthographic,first she said that um I should probably apply to grad school then I said that I don't have enough um units yet and I do not have all the prereqs filled out but then she said that I might as well just try and just finish it off this school year um then I said um maybe and um I'll look more into it um then she um pressured me even more and she was like are you actually going to do it then I said,F,21,Y,Cantonese,NA,NA,B,OK,1,1,0,1,0,0,1,1,0,0,1,0,2,1,1,"[{""start"": 191, ""end"": 195, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""try"", ""hybrid_is_filler"": false}, {""start"": 349, ""end"": 353, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}]"
235,121746490587,713085210447,235C_annoyed.TextGrid,textgrid,C,235C,annoyed,,orthographic,so i've been doing a group project and i have a really hard um group member along with me and one day we were just talking and i said um about how i wanted to have this one idea and then he said that that idea was dumb and i said okay what do you suggest then and then he said the same exact idea um then i said that's literally what i just said then he said no it wasn't and that was really annoying,F,21,Y,Cantonese,NA,NA,C,OK,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,"[{""start"": 0, ""end"": 2, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""do"", ""hybrid_is_filler"": true}]"
235,121746490587,713084627396,235A_neutral.TextGrid,textgrid,A,235A,neutral,,orthographic,so i was talking to my friend and he had just recently finished finals so i asked him how did his finals go um and he said that he ended up getting a thirty percent and i said what even like that's so low um and then he said that um that was actually above average um to which i said wow that's crazy cause um i feel like thirty percent is failing um but engineering life i guess,F,21,Y,Cantonese,NA,NA,A,OK,2,0,3,2,0,1,2,0,3,0,0,2,5,3,2,"[{""start"": 0, ""end"": 2, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""talk"", ""hybrid_is_filler"": true}, {""start"": 71, ""end"": 73, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""SCONJ"", ""dep"": ""advmod"", ""head_lemma"": ""ask"", ""hybrid_is_filler"": false}, {""start"": 186, ""end"": 190, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 198, ""end"": 200, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""low"", ""hybrid_is_filler"": false}, {""start"": 317, ""end"": 321, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""mark"", ""head_lemma"": ""fail"", ""hybrid_is_filler"": true}]"
235,121746490587,713082905174,235B_phonecall.TextGrid,textgrid,B,235B,phonecall,,orthographic,hi mom this is me melissa hi i'm your daughter hehe i'm doing well what'd you say um not yet i haven't been um back to the apartment yet but i had a midterm today um yeah and i have another midterm tomorrow so fun stuff it is due but i forgot um and it's okay until the second or until the third huh yes i told jacob to remind me don't worry about it um there was no late fee because it was the first time that that happened um no i checked it online um mom let's talk about something else because right now i'm in a psych experiment and they're recording my conversation haha hehe it's okay how are you doing mkay tired how was the whole trip to japan oh mkay hahaha he did you have a good time with val and um brian and carolyn oh really hehe um what did um or when is carolyn brian and um val coming up they're coming up right what are they doing or why are they coming oh yeah yeah okay so are they there for two days or are they gonna be there for longer now but he's not biking is he oh hehehe oh ho god hehe car their bike okay okay hehe that's fun but yeah what time are you leaving the office today huh oh no no i'm just supposed to have a casual conversation mom but it's only supposed to be five minutes so heh a no hehe they can't hear you oh 'cause you're catching up on work wait so they as in they fired people or what oh got it that's unfortunate hehe well do you have dinner then do you have dinner with you then at work or are you just gonna wait 'til you go home wow that sucks or that's so long i how are you not hungry oh my goodness okay hehehehe hehehe yeah i need to go back and i need to actually haven't bought groceries in a while so jacob's cooking dinner um jacob's cooking dinner or well um just one of the days but it wasn't that much he just got me cheerios and zucchini so jacob told me he was like melissa since you'll probably gonna be back in the apartments before me and since you're hungry 'cause i only ate like bread for lunch like just bread he was like um why don't you just eat a snack and i was like all i really have back at home is zucchini and i don't know how to eat that as a snack hehe but yeah um oh no no this is i'm they're just recording me talk on the phone it's for some phonetics lab i think for like linguistic stuff yeah so it's not about you at all it's all it's just conversational stuff um let me see if it's almost five minutes though sorry 'cause they said not to be too long oh wow we've been talking for five minutes and forty one seconds okay well i should end this um i'm gonna end the call um but i'll talk to you later then love you bye,F,21,Y,Cantonese,NA,NA,B,OK,6,4,8,5,4,5,6,4,8,1,0,3,18,14,4,"[{""start"": 62, ""end"": 66, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""advmod"", ""head_lemma"": ""do"", ""hybrid_is_filler"": true}, {""start"": 207, ""end"": 209, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""fun"", ""hybrid_is_filler"": false}, {""start"": 891, ""end"": 893, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 1215, ""end"": 1217, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""heh"", ""hybrid_is_filler"": true}, {""start"": 1294, ""end"": 1296, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""mark"", ""head_lemma"": ""fire"", ""hybrid_is_filler"": true}, {""start"": 1368, ""end"": 1372, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""have"", ""hybrid_is_filler"": true}, {""start"": 1507, ""end"": 1509, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""long"", ""hybrid_is_filler"": false}, {""start"": 1658, ""end"": 1660, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""dinner"", ""hybrid_is_filler"": false}, {""start"": 1713, ""end"": 1717, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""one"", ""hybrid_is_filler"": true}, {""start"": 1803, ""end"": 1805, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""tell"", ""hybrid_is_filler"": true}, {""start"": 1827, ""end"": 1831, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 1946, ""end"": 1950, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""eat"", ""hybrid_is_filler"": false}, {""start"": 1967, ""end"": 1971, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""prep"", ""head_lemma"": ""eat"", ""hybrid_is_filler"": true}, {""start"": 1990, ""end"": 1994, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 2039, ""end"": 2043, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 2253, ""end"": 2257, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""intj"", ""head_lemma"": ""stuff"", ""hybrid_is_filler"": true}, {""start"": 2280, ""end"": 2282, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 2510, ""end"": 2514, ""surface"": ""well"", ""lemma"": ""well"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""end"", ""hybrid_is_filler"": true}]"
231,121687672636,712692744667,231C_annoyed.TextGrid,textgrid,C,231C,annoyed,,orthographic,okay so um my friend he's a friend of mine who lives with me in the my apartment he can be very annoying because uh he is not clear with what he says um and how you communicate sometimes like through messenger and through phone and so he just he just responds with one one word answers or he um or his his uh statement don't have any relationship with what he was sayin',M,21,Y,Spanish,NA,NA,C,OK,1,0,2,1,0,2,1,0,2,0,0,0,3,3,0,"[{""start"": 5, ""end"": 7, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""be"", ""hybrid_is_filler"": true}, {""start"": 187, ""end"": 191, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head_lemma"": ""communicate"", ""hybrid_is_filler"": true}, {""start"": 232, ""end"": 234, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""respond"", ""hybrid_is_filler"": true}]"
231,121687672636,712692678726,231B_happy.TextGrid,textgrid,B,231B,happy,,orthographic,so yesterday I was watching uh my favorite soccer team play against this uh other team thats really good and they have like really good players and we're considered like the underdogs and uh it was a really rough match and and uh the other uh the opponent have so many different chances to win um fortunately that we won and it was so exciting because um our regular season was terrible but this this championship match um could definitely like make a big impact on our season in general,M,21,Y,Spanish,NA,NA,B,OK,3,0,3,1,0,1,3,0,3,2,0,2,6,2,4,"[{""start"": 0, ""end"": 2, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""watch"", ""hybrid_is_filler"": true}, {""start"": 119, ""end"": 123, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""INTJ"", ""dep"": ""conj"", ""head_lemma"": ""watch"", ""hybrid_is_filler"": true}, {""start"": 165, ""end"": 169, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head_lemma"": ""consider"", ""hybrid_is_filler"": false}, {""start"": 261, ""end"": 263, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""many"", ""hybrid_is_filler"": false}, {""start"": 332, ""end"": 334, ""surface"": ""so"", ""lemma"": ""so"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head_lemma"": ""exciting"", ""hybrid_is_filler"": false}, {""start"": 440, ""end"": 444, ""surface"": ""like"", ""lemma"": ""like"", ""pos"": ""VERB"", ""dep"": ""intj"", ""head_lemma"": ""make"", ""hybrid_is_filler"": false}]"
